단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철수,버정수,단지내주차면수,등록차량수
C2416,560,2,2,4,19.69,1,0.0,4,0.0,0.0,0.0,5.0,154.0,63.0
C2416,560,2,2,4,27.12,1,0.0,4,0.0,0.0,0.0,5.0,154.0,63.0
C2416,560,2,2,4,32.54,1,0.0,4,0.0,0.0,0.0,5.0,154.0,63.0
C2416,560,2,2,4,36.43,1,0.0,4,0.0,0.0,0.0,5.0,154.0,63.0
C2416,560,2,2,4,46.89,1,0.0,4,0.0,0.0,0.0,5.0,154.0,63.0
C2416,560,2,2,4,49.99,1,0.0,4,0.0,0.0,0.0,5.0,154.0,63.0
C2416,560,2,2,4,51.14,1,0.0,4,0.0,0.0,0.0,5.0,154.0,63.0
C2416,560,2,2,4,317.17,1,0.0,4,0.0,0.0,0.0,5.0,154.0,63.0
C2013,595,1,2,1,36.02,90,3.0,1,13930000.0,37360.0,0.0,3.0,509.0,91.0
C2013,595,1,2,1,36.38,237,3.0,1,13930000.0,37360.0,0.0,3.0,509.0,91.0
C2013,595,1,2,1,45.88,267,3.0,1,17568000.0,45180.0,0.0,3.0,509.0,91.0
C2621,1396,1,3,3,26.37,890,26.0,3,5787000.0,79980.0,1.0,4.0,277.0,133.0
C2621,1396,1,3,3,26.37,141,26.0,3,5787000.0,79980.0,1.0,4.0,277.0,133.0
C2621,1396,1,3,3,26.37,20,26.0,3,5787000.0,79980.0,1.0,4.0,277.0,133.0
C2621,1396,1,3,3,26.37,20,26.0,3,5787000.0,79980.0,1.0,4.0,277.0,133.0
C2621,1396,1,3,3,31.32,298,26.0,3,6873000.0,94990.0,1.0,4.0,277.0,133.0
C2621,1396,1,3,3,52.74,9,26.0,3,11574000.0,159960.0,1.0,4.0,277.0,133.0
C2621,1396,1,3,3,52.74,4,26.0,3,11574000.0,159960.0,1.0,4.0,277.0,133.0
C2621,1396,1,3,3,52.74,4,26.0,3,11574000.0,159960.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,31.84,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,31.84,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,31.84,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,31.84,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,31.84,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,31.84,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,31.84,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,31.84,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,63.68,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2621,1396,2,3,4,137.49,1,26.0,4,0.0,0.0,1.0,4.0,277.0,133.0
C2319,606,1,3,1,51.86,98,1.0,1,17389000.0,236220.0,1.0,12.0,548.0,266.0
C2319,606,1,3,1,51.91,83,1.0,1,17405000.0,236470.0,1.0,12.0,548.0,266.0
C2319,606,1,3,1,51.96,157,1.0,1,17423000.0,236710.0,1.0,12.0,548.0,266.0
C2319,606,1,3,1,59.57,267,1.0,1,19975000.0,273790.0,1.0,12.0,548.0,266.0
C1032,946,1,3,1,39.65,68,6.0,1,16852000.0,118580.0,1.0,2.0,986.0,316.0
C1032,946,1,3,1,46.47,69,6.0,1,22471000.0,149810.0,1.0,2.0,986.0,316.0
C1032,946,1,3,1,51.84,63,6.0,1,28714000.0,187260.0,1.0,2.0,986.0,316.0
C1032,946,1,3,1,51.92,251,6.0,1,28714000.0,187260.0,1.0,2.0,986.0,316.0
C1032,946,1,3,1,59.99,171,6.0,1,34956000.0,230950.0,1.0,2.0,986.0,316.0
C1032,946,1,3,1,59.99,324,6.0,1,34956000.0,230950.0,1.0,2.0,986.0,316.0
C2038,785,1,3,3,26.37,588,7.0,3,5787000.0,79980.0,1.0,10.0,150.0,108.0
C2038,785,1,3,3,31.32,90,7.0,3,6873000.0,94990.0,1.0,10.0,150.0,108.0
C2038,785,1,3,3,40.32,90,7.0,3,8848000.0,122290.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,19.0,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,14.1,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,19.31,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,21.19,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,21.19,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,22.95,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,23.4,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,23.4,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,23.4,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,23.4,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,27.23,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,31.85,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,32.29,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,35.13,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,36.47,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,50.08,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C2038,785,2,3,4,240.22,1,7.0,4,0.0,0.0,1.0,10.0,150.0,108.0
C1859,2424,1,3,3,26.37,1865,1.0,3,5787000.0,79980.0,1.0,4.0,487.0,116.0
C1859,2424,1,3,3,26.37,10,1.0,3,5787000.0,79980.0,1.0,4.0,487.0,116.0
C1859,2424,1,3,3,26.37,10,1.0,3,5787000.0,79980.0,1.0,4.0,487.0,116.0
C1859,2424,1,3,3,31.32,478,1.0,3,6873000.0,94990.0,1.0,4.0,487.0,116.0
C1859,2424,1,3,3,52.74,26,1.0,3,11574000.0,159960.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,38.0,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,38.0,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,31.84,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,37.26,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,37.41,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,37.41,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,37.41,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,37.49,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,37.95,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,37.95,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,38.04,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,39.33,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,39.33,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,39.33,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,54.51,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,54.51,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,54.51,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,54.6,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,54.61,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,75.98,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,126.65,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1859,2424,2,3,4,583.4,1,1.0,4,0.0,0.0,1.0,4.0,487.0,116.0
C1722,809,1,6,2,37.67,89,1.0,1,10043000.0,189240.0,0.0,6.0,264.0,649.0
C1722,809,1,6,2,49.69,267,1.0,1,13101000.0,221030.0,0.0,6.0,264.0,649.0
C1722,809,1,6,2,49.69,149,1.0,1,13101000.0,221030.0,0.0,6.0,264.0,649.0
C1722,809,1,6,3,26.37,149,1.0,3,7744000.0,125000.0,0.0,6.0,264.0,649.0
C1722,809,1,6,3,31.32,149,1.0,3,8813000.0,138130.0,0.0,6.0,264.0,649.0
C1722,809,2,6,4,32.1,1,1.0,4,0.0,0.0,0.0,6.0,264.0,649.0
C1722,809,2,6,4,32.1,1,1.0,4,0.0,0.0,0.0,6.0,264.0,649.0
C1722,809,2,6,4,32.1,1,1.0,4,0.0,0.0,0.0,6.0,264.0,649.0
C1722,809,2,6,4,32.1,1,1.0,4,0.0,0.0,0.0,6.0,264.0,649.0
C1722,809,2,6,4,32.1,1,1.0,4,0.0,0.0,0.0,6.0,264.0,649.0
C1722,809,2,6,4,72.16,1,1.0,4,0.0,0.0,0.0,6.0,264.0,649.0
C1850,388,1,2,2,39.74,89,0.0,1,11620000.0,212540.0,0.0,4.0,226.0,254.0
C1850,388,1,2,2,49.62,178,0.0,1,14418000.0,244420.0,0.0,4.0,226.0,254.0
C1850,388,1,2,2,49.62,118,0.0,1,14418000.0,244420.0,0.0,4.0,226.0,254.0
C2190,1013,1,2,3,26.37,191,7.0,3,3141000.0,69900.0,0.0,2.0,178.0,129.0
C2190,1013,1,2,3,26.37,358,7.0,3,3141000.0,69900.0,0.0,2.0,178.0,129.0
C2190,1013,1,2,3,26.37,298,7.0,3,3141000.0,69900.0,0.0,2.0,178.0,129.0
C2190,1013,1,2,3,31.32,149,7.0,3,3731000.0,83020.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,16.0,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,14.17,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,18.9,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,20.52,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,22.97,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,22.97,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,23.4,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,23.4,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,23.4,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,23.4,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,25.88,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,27.3,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,29.62,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,30.62,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,35.91,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,44.63,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C2190,1013,2,2,4,46.8,1,7.0,4,0.0,0.0,0.0,2.0,178.0,129.0
C1476,453,1,2,3,26.37,298,6.0,3,8133000.0,123200.0,0.0,5.0,107.0,70.0
C1476,453,1,2,3,31.32,149,6.0,3,9261000.0,136000.0,0.0,5.0,107.0,70.0
C1476,453,2,2,4,32.1,1,6.0,4,0.0,0.0,0.0,5.0,107.0,70.0
C1476,453,2,2,4,32.1,1,6.0,4,0.0,0.0,0.0,5.0,107.0,70.0
C1476,453,2,2,4,32.1,1,6.0,4,0.0,0.0,0.0,5.0,107.0,70.0
C1476,453,2,2,4,32.1,1,6.0,4,0.0,0.0,0.0,5.0,107.0,70.0
C1476,453,2,2,4,32.1,1,6.0,4,0.0,0.0,0.0,5.0,107.0,70.0
C1476,453,2,2,4,72.16,1,6.0,4,0.0,0.0,0.0,5.0,107.0,70.0
C1077,861,1,2,1,36.65,258,21.0,1,12483000.0,84880.0,0.0,5.0,612.0,236.0
C1077,861,1,2,1,46.9,277,21.0,1,19973000.0,147300.0,0.0,5.0,612.0,236.0
C1077,861,1,2,1,51.93,326,21.0,1,23720000.0,184760.0,0.0,5.0,612.0,236.0
C2135,1116,1,9,3,26.37,358,10.0,3,9363000.0,124390.0,1.0,3.0,262.0,127.0
C2135,1116,1,9,3,26.37,294,10.0,3,9363000.0,124390.0,1.0,3.0,262.0,127.0
C2135,1116,1,9,3,31.32,447,10.0,3,10692000.0,137660.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,14.1,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,18.98,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,19.36,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,21.46,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,21.46,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,22.83,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,23.4,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,23.4,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,23.4,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,23.4,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,27.55,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,29.17,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,31.92,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,32.6,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,36.57,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,50.08,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2135,1116,2,9,4,240.22,1,10.0,4,0.0,0.0,1.0,3.0,262.0,127.0
C2034,1486,1,9,3,26.37,596,2.0,3,9363000.0,124390.0,1.0,3.0,405.0,132.0
C2034,1486,1,9,3,26.37,119,2.0,3,9363000.0,124390.0,1.0,3.0,405.0,132.0
C2034,1486,1,9,3,31.32,745,2.0,3,10692000.0,137660.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,14.1,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,18.98,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,19.36,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,21.46,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,21.46,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,22.83,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,23.4,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,23.4,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,23.4,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,23.4,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,27.55,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,29.17,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,31.92,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,32.1,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,32.1,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
C2034,1486,2,9,4,32.1,1,2.0,4,0.0,0.0,1.0,3.0,405.0,132.0
